name,
"Маркетинговые, рекламные, BTL, дизайнерские, Event-, PR-агентства, организация выставок",
"Системная интеграция, автоматизации технологических и бизнес-процессов предприятия, ИТ-консалтинг",
"Разработка программного обеспечения",
"Интернет-компания (поисковики, платежные системы, соц.сети, информационно-познавательные и развлекательные ресурсы, продвижение сайтов и прочее)",
